,status,duration,credit_history,purpose,amount,savings,employment,installment_rate,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_risk,sex,marital_status
706,A12,48,A32,A40,6560,A62,A74,3,A101,2,A122,0,A143,A152,1,A173,1,A191,A201,0,1,0
707,A12,12,A30,A42,2969,A61,A72,4,A101,3,A122,0,A143,A151,2,A173,1,A191,A201,0,0,1
708,A12,9,A32,A43,1206,A61,A75,4,A101,4,A121,0,A143,A152,1,A173,1,A191,A201,1,0,1
709,A12,9,A32,A43,2118,A61,A73,2,A101,2,A121,1,A143,A152,1,A172,2,A191,A201,1,1,0
710,A14,18,A34,A43,629,A63,A75,4,A101,3,A122,1,A141,A152,2,A174,1,A192,A201,1,1,0
711,A11,6,A31,A46,1198,A61,A75,4,A101,4,A124,1,A143,A153,1,A173,1,A191,A201,0,0,1
712,A14,54,A34,A41,2476,A61,A75,2,A101,4,A123,1,A143,A152,1,A173,1,A192,A201,0,1,0
713,A11,9,A34,A43,1138,A61,A73,4,A101,4,A121,0,A143,A152,2,A172,1,A191,A201,1,1,0
714,A12,60,A32,A40,14027,A61,A74,4,A101,2,A124,1,A143,A152,1,A174,1,A192,A201,0,1,0
715,A14,30,A34,A41,7596,A65,A75,1,A101,4,A123,1,A143,A152,2,A173,1,A191,A201,1,1,0
716,A14,30,A34,A43,3077,A65,A75,3,A101,2,A123,1,A143,A152,2,A173,2,A192,A201,1,1,0
717,A14,10,A34,A43,1505,A61,A73,1,A101,2,A123,1,A143,A153,1,A173,1,A192,A201,0,1,0
718,A13,24,A34,A43,3148,A65,A73,3,A101,2,A123,1,A143,A152,2,A173,1,A192,A201,1,1,0
719,A14,48,A32,A41,6148,A61,A75,4,A101,4,A123,1,A143,A152,2,A173,1,A192,A201,0,1,1
720,A13,9,A30,A43,1337,A61,A72,4,A101,2,A123,1,A143,A152,2,A174,1,A192,A201,0,1,0
721,A12,6,A31,A46,433,A64,A72,4,A101,2,A122,0,A141,A151,1,A173,2,A191,A201,0,0,1
722,A11,12,A32,A40,1228,A61,A73,4,A101,2,A121,0,A143,A152,1,A172,1,A191,A201,0,0,1
723,A12,9,A32,A43,790,A63,A73,4,A101,3,A121,1,A143,A152,1,A172,1,A191,A201,1,0,1
724,A14,27,A32,A40,2570,A61,A73,3,A101,3,A121,0,A143,A151,1,A173,1,A191,A201,0,0,1
725,A14,6,A34,A40,250,A64,A73,2,A101,2,A121,1,A141,A152,2,A172,1,A191,A201,1,0,1
726,A14,15,A34,A43,1316,A63,A73,2,A101,2,A122,1,A143,A152,2,A172,1,A191,A201,1,1,1
727,A11,18,A32,A43,1882,A61,A73,4,A101,4,A123,0,A141,A151,2,A173,1,A191,A201,0,0,1
728,A12,48,A31,A49,6416,A61,A75,4,A101,3,A124,1,A143,A151,1,A173,1,A191,A201,0,0,1
729,A13,24,A34,A49,1275,A64,A73,2,A101,4,A121,1,A143,A152,2,A173,1,A192,A201,1,1,1
730,A11,30,A34,A43,6403,A61,A72,2,A101,2,A122,1,A141,A152,1,A174,1,A191,A201,0,1,0
731,A11,24,A32,A43,1987,A61,A73,2,A101,4,A121,0,A143,A151,1,A172,2,A191,A201,0,1,0
732,A12,8,A32,A43,760,A61,A74,4,A103,2,A121,1,A143,A152,1,A172,1,A191,A201,1,0,1
733,A14,24,A32,A41,2603,A64,A73,2,A101,4,A123,1,A143,A151,1,A173,1,A192,A201,1,0,1
734,A12,33,A30,A40,3380,A61,A74,4,A101,1,A124,1,A143,A152,1,A173,2,A191,A201,0,0,1
735,A12,36,A31,A44,3990,A65,A72,3,A101,2,A124,1,A141,A152,1,A171,1,A191,A201,1,0,1
736,A12,24,A32,A41,11560,A61,A73,1,A101,4,A123,0,A143,A151,2,A174,1,A191,A201,0,0,1
737,A11,18,A32,A40,4380,A62,A73,3,A101,4,A123,1,A143,A152,1,A172,2,A192,A201,1,1,0
738,A14,6,A34,A40,6761,A61,A74,1,A101,3,A124,1,A143,A152,2,A174,2,A192,A201,1,1,0
739,A12,30,A30,A49,4280,A62,A73,4,A101,4,A123,1,A143,A151,2,A172,1,A191,A201,0,0,1
740,A12,24,A32,A40,2325,A61,A74,4,A101,3,A124,1,A143,A152,1,A173,1,A191,A201,0,1,0
741,A12,10,A31,A43,1048,A61,A73,4,A101,4,A121,0,A142,A152,1,A172,1,A191,A201,1,1,0
742,A14,21,A32,A43,3160,A65,A75,4,A101,3,A122,1,A143,A152,1,A173,1,A192,A201,1,1,0
743,A11,24,A31,A42,2483,A63,A73,4,A101,4,A121,0,A142,A152,1,A173,1,A192,A201,1,1,0
744,A11,39,A34,A42,14179,A65,A74,4,A101,4,A122,1,A143,A152,2,A174,1,A192,A201,1,1,0
745,A11,13,A34,A49,1797,A61,A72,3,A101,1,A122,1,A141,A152,2,A172,1,A191,A201,1,1,0
746,A11,15,A32,A40,2511,A61,A71,1,A101,4,A123,0,A143,A151,1,A173,1,A191,A201,1,0,1
747,A11,12,A32,A40,1274,A61,A72,3,A101,1,A121,1,A143,A152,1,A172,1,A191,A201,0,0,1
748,A14,21,A32,A41,5248,A65,A73,1,A101,3,A123,1,A143,A152,1,A173,1,A191,A201,1,1,0
749,A14,15,A32,A41,3029,A61,A74,2,A101,2,A123,1,A143,A152,1,A173,1,A191,A201,1,1,0
750,A11,6,A32,A42,428,A61,A75,2,A101,1,A122,1,A141,A152,1,A173,1,A192,A201,1,0,1
751,A11,18,A32,A40,976,A61,A72,1,A101,2,A123,0,A143,A152,1,A172,1,A191,A201,0,0,1
752,A12,12,A32,A49,841,A62,A74,2,A101,4,A121,0,A143,A151,1,A172,1,A191,A201,1,0,1
753,A14,30,A34,A43,5771,A61,A74,4,A101,2,A123,0,A143,A152,2,A173,1,A191,A201,1,0,1
754,A14,12,A33,A45,1555,A64,A75,4,A101,4,A124,1,A143,A153,2,A173,2,A191,A201,0,1,0
755,A11,24,A32,A40,1285,A65,A74,4,A101,4,A124,1,A143,A151,1,A173,1,A191,A201,0,0,1
756,A13,6,A30,A40,1299,A61,A73,4,A101,1,A121,1,A143,A152,3,A172,2,A191,A202,0,1,0
757,A13,15,A34,A43,1271,A65,A73,3,A101,4,A124,1,A143,A153,2,A173,1,A192,A201,0,1,0
758,A14,12,A30,A40,1393,A61,A73,1,A103,2,A122,1,A143,A152,1,A173,1,A192,A201,0,1,0
759,A11,12,A34,A40,691,A61,A75,4,A101,3,A122,1,A143,A152,2,A173,1,A191,A201,0,1,0
760,A12,24,A32,A40,5045,A61,A75,3,A101,4,A123,1,A143,A152,1,A173,1,A192,A201,0,0,1
761,A11,18,A34,A42,2124,A61,A73,4,A101,4,A121,0,A143,A151,2,A173,1,A191,A201,0,0,1
762,A11,12,A32,A43,2214,A61,A73,4,A101,3,A122,0,A143,A152,1,A172,1,A191,A201,1,1,0
763,A14,21,A34,A40,12680,A65,A75,4,A101,4,A124,1,A143,A153,1,A174,1,A192,A201,0,1,0
764,A14,12,A32,A40,2463,A62,A74,2,A101,3,A121,1,A143,A152,2,A172,1,A192,A201,0,1,1
765,A12,30,A34,A43,1155,A61,A75,3,A103,3,A122,1,A141,A152,2,A174,1,A191,A201,0,1,1
766,A11,30,A32,A42,3108,A61,A72,2,A101,4,A122,1,A143,A152,1,A172,1,A191,A201,0,1,1
767,A14,10,A32,A41,2901,A65,A72,1,A101,4,A121,1,A143,A151,1,A173,1,A191,A201,1,0,1
768,A12,12,A34,A42,3617,A61,A75,1,A101,4,A123,1,A143,A151,3,A173,1,A192,A201,1,1,0
769,A14,12,A34,A43,1655,A61,A75,2,A101,4,A121,1,A143,A152,2,A172,1,A192,A201,1,1,0
770,A11,24,A32,A41,2812,A65,A75,2,A101,4,A121,1,A143,A151,1,A173,1,A191,A201,1,0,1
771,A11,36,A34,A46,8065,A61,A73,3,A101,2,A124,0,A143,A152,2,A174,1,A192,A201,0,0,1
772,A14,21,A34,A41,3275,A61,A75,1,A101,4,A123,1,A143,A152,1,A174,1,A192,A201,1,1,0
773,A14,24,A34,A43,2223,A62,A75,4,A101,4,A122,1,A141,A152,2,A173,1,A191,A201,1,1,0
774,A13,12,A34,A40,1480,A63,A71,2,A101,4,A124,1,A141,A153,3,A171,1,A191,A201,1,1,0
775,A11,24,A32,A40,1371,A65,A73,4,A101,4,A121,0,A143,A151,1,A173,1,A191,A201,0,0,1
776,A12,21,A32,A40,3535,A61,A74,3,A101,4,A122,1,A143,A152,2,A172,1,A192,A201,0,1,0
777,A11,18,A32,A43,3509,A61,A74,4,A103,1,A121,0,A143,A152,1,A173,1,A191,A201,1,0,1
778,A14,36,A34,A41,5711,A64,A75,4,A101,2,A123,1,A143,A152,2,A174,1,A192,A201,1,1,0
779,A12,18,A32,A45,3872,A61,A71,2,A101,4,A123,1,A143,A152,1,A173,1,A192,A201,1,0,1
780,A12,39,A34,A43,4933,A61,A74,2,A103,2,A121,0,A143,A152,2,A173,1,A191,A201,0,1,0
781,A14,24,A34,A40,1940,A64,A75,4,A101,4,A121,1,A143,A152,1,A173,1,A192,A201,1,1,0
782,A12,12,A30,A48,1410,A61,A73,2,A101,2,A121,1,A143,A152,1,A172,1,A192,A201,1,1,0
783,A12,12,A32,A40,836,A62,A72,4,A101,2,A122,0,A141,A152,1,A172,1,A191,A201,0,0,1
784,A13,36,A30,A41,6468,A61,A71,1,A101,4,A122,1,A143,A152,1,A173,1,A192,A201,0,1,1
785,A14,24,A32,A49,1941,A65,A73,3,A101,2,A121,1,A143,A152,1,A174,1,A192,A201,0,1,0
786,A14,22,A32,A43,2675,A63,A75,3,A101,4,A123,1,A143,A152,1,A173,1,A191,A201,1,1,0
787,A14,12,A33,A41,2751,A65,A75,2,A101,3,A123,1,A143,A152,2,A172,2,A192,A201,0,1,0
788,A12,48,A33,A46,6224,A61,A75,4,A101,4,A124,1,A143,A153,1,A173,1,A191,A201,0,1,0
789,A11,40,A34,A46,5998,A61,A73,4,A101,3,A124,1,A141,A152,1,A173,1,A192,A201,0,1,0
790,A12,21,A32,A49,1188,A61,A75,2,A101,4,A122,1,A143,A152,1,A173,2,A191,A201,0,0,1
791,A11,24,A30,A41,6313,A61,A75,2,A101,4,A124,1,A143,A152,1,A173,2,A192,A201,0,1,0
792,A11,48,A32,A42,1221,A61,A73,3,A101,2,A124,1,A143,A152,2,A173,1,A191,A201,0,1,1
793,A11,13,A32,A42,2892,A61,A75,4,A101,4,A124,1,A142,A153,1,A172,1,A191,A201,0,1,1
794,A14,24,A34,A42,3062,A62,A75,2,A101,3,A123,1,A143,A151,1,A173,1,A192,A201,0,1,0
795,A14,9,A32,A42,2301,A62,A72,2,A101,4,A122,0,A143,A151,1,A173,1,A191,A201,1,0,1
796,A11,18,A32,A41,7511,A65,A75,1,A101,4,A122,1,A143,A153,1,A173,2,A192,A201,0,1,0
797,A14,12,A34,A42,1258,A61,A72,2,A101,4,A122,0,A143,A151,2,A172,1,A191,A201,1,0,1
798,A14,45,A34,A40,717,A61,A75,4,A101,4,A123,1,A143,A152,2,A173,1,A192,A201,0,1,1
799,A12,9,A32,A40,1549,A65,A72,4,A101,2,A121,1,A143,A152,1,A171,1,A191,A201,1,1,0
800,A14,24,A34,A46,1597,A61,A75,4,A101,4,A124,1,A143,A153,2,A173,2,A191,A201,1,1,0
801,A12,18,A34,A43,1795,A61,A75,3,A103,4,A121,1,A141,A151,2,A172,1,A192,A201,1,0,1
802,A11,20,A34,A42,4272,A61,A75,1,A101,4,A122,0,A143,A152,2,A173,1,A191,A201,1,0,1
803,A14,12,A34,A43,976,A65,A75,4,A101,4,A123,1,A143,A152,2,A173,1,A191,A201,1,1,0
804,A12,12,A32,A40,7472,A65,A71,1,A101,2,A121,0,A143,A151,1,A171,1,A191,A201,1,0,1
805,A11,36,A32,A40,9271,A61,A74,2,A101,1,A123,0,A143,A152,1,A173,1,A192,A201,0,1,0
806,A12,6,A32,A43,590,A61,A72,3,A101,3,A121,1,A143,A152,1,A172,1,A191,A202,1,1,1
807,A14,12,A34,A43,930,A65,A75,4,A101,4,A121,1,A143,A152,4,A173,1,A191,A201,1,1,0
808,A12,42,A31,A41,9283,A61,A71,1,A101,2,A124,1,A141,A153,1,A174,1,A192,A201,1,1,0
809,A12,15,A30,A40,1778,A61,A72,2,A101,1,A121,1,A143,A151,2,A171,1,A191,A201,0,0,1
810,A12,24,A32,A49,907,A65,A72,4,A101,2,A122,1,A143,A152,1,A172,1,A192,A201,0,1,1
811,A12,6,A32,A43,484,A61,A74,3,A103,3,A121,1,A141,A152,1,A172,1,A191,A201,1,1,1
812,A11,36,A34,A41,9629,A61,A74,4,A101,4,A123,0,A143,A152,2,A173,1,A192,A201,0,1,0
813,A11,48,A32,A44,3051,A61,A73,3,A101,4,A123,1,A143,A152,1,A173,1,A191,A201,0,1,0
814,A11,48,A32,A40,3931,A61,A74,4,A101,4,A124,1,A143,A153,1,A173,2,A191,A201,0,1,0
815,A13,24,A32,A40,7432,A61,A73,3,A101,2,A123,1,A143,A151,1,A173,1,A191,A201,0,0,1
816,A12,21,A32,A44,1338,A65,A73,4,A101,4,A122,1,A143,A152,1,A173,1,A191,A201,0,1,1
817,A14,6,A34,A43,1554,A61,A74,1,A101,2,A123,0,A143,A151,2,A173,1,A192,A201,1,0,1
818,A11,36,A32,A410,15857,A61,A71,2,A102,3,A123,1,A143,A152,1,A174,1,A191,A201,1,1,1
819,A11,18,A32,A43,1345,A61,A73,4,A101,3,A121,1,A141,A152,1,A173,1,A191,A201,0,1,1
820,A11,24,A32,A40,1101,A61,A73,3,A101,2,A122,1,A143,A152,2,A174,1,A192,A201,0,1,1
821,A13,12,A32,A43,3016,A61,A73,3,A101,1,A123,0,A143,A152,1,A173,1,A191,A201,1,1,1
822,A11,36,A32,A42,2712,A61,A75,2,A101,2,A122,1,A141,A152,1,A173,2,A191,A201,0,1,0
823,A11,8,A34,A40,731,A61,A75,4,A101,4,A121,1,A143,A152,2,A172,1,A191,A201,1,1,0
824,A14,30,A32,A42,3780,A61,A72,4,A101,2,A121,1,A143,A152,2,A173,1,A192,A201,0,1,1
825,A11,24,A34,A40,1602,A65,A75,4,A101,3,A122,1,A143,A152,2,A174,1,A192,A201,0,1,1
826,A11,18,A34,A40,3966,A61,A75,1,A101,4,A121,1,A141,A151,3,A173,1,A192,A201,0,0,1
827,A14,18,A30,A49,4165,A61,A73,2,A101,2,A123,1,A142,A152,2,A173,2,A191,A201,0,1,0
828,A11,36,A32,A41,8335,A65,A75,3,A101,4,A124,1,A143,A153,1,A173,1,A191,A201,0,1,0
829,A12,48,A33,A49,6681,A65,A73,4,A101,4,A124,1,A143,A153,1,A173,2,A192,A201,1,1,0
830,A14,24,A33,A49,2375,A63,A73,4,A101,2,A123,1,A143,A152,2,A173,2,A192,A201,1,1,0
831,A11,18,A32,A40,1216,A61,A72,4,A101,3,A123,0,A143,A151,1,A173,1,A192,A201,0,0,1
832,A11,45,A30,A49,11816,A61,A75,2,A101,4,A123,1,A143,A151,2,A173,1,A191,A201,0,1,0
833,A11,24,A32,A43,5084,A61,A75,4,A101,4,A121,1,A143,A152,1,A174,1,A192,A201,0,0,1
834,A13,15,A32,A43,2327,A61,A72,2,A101,3,A121,0,A143,A152,1,A172,1,A191,A201,0,0,1
835,A11,12,A30,A40,1082,A61,A73,4,A101,4,A123,1,A141,A152,2,A173,1,A191,A201,0,1,0
836,A14,12,A32,A43,886,A65,A73,4,A101,2,A123,0,A143,A152,1,A173,1,A191,A201,1,0,1
837,A14,4,A32,A42,601,A61,A72,1,A101,3,A121,0,A143,A151,1,A172,2,A191,A201,1,0,1
838,A11,24,A34,A41,2957,A61,A75,4,A101,4,A122,1,A143,A152,2,A173,1,A192,A201,1,1,0
839,A14,36,A33,A43,2611,A63,A75,4,A102,3,A121,1,A143,A152,2,A171,1,A191,A201,0,1,1
840,A11,36,A32,A42,5179,A61,A74,4,A101,2,A122,1,A143,A152,1,A173,1,A191,A201,0,1,0
841,A14,21,A33,A41,2993,A61,A73,3,A101,2,A121,1,A142,A152,2,A172,1,A191,A201,1,1,0
842,A14,18,A32,A45,1943,A61,A72,4,A101,4,A121,0,A143,A152,1,A173,1,A191,A201,0,0,1
843,A14,24,A31,A49,1559,A61,A74,4,A101,4,A123,1,A141,A152,1,A173,1,A192,A201,1,1,0
844,A11,12,A34,A42,3422,A65,A75,2,A101,4,A123,1,A143,A152,3,A174,2,A192,A201,0,1,0
845,A12,24,A32,A42,3976,A61,A74,4,A101,3,A123,1,A141,A152,1,A172,1,A192,A201,0,1,0
846,A14,18,A32,A40,6761,A65,A73,2,A101,4,A123,1,A143,A151,2,A173,1,A191,A201,0,1,0
847,A14,24,A32,A40,1249,A61,A72,4,A101,2,A121,1,A143,A152,1,A173,1,A191,A201,1,1,1
848,A11,9,A32,A43,1364,A61,A74,3,A101,4,A121,1,A143,A152,1,A173,1,A191,A201,1,1,0
849,A11,12,A32,A43,709,A61,A75,4,A101,4,A121,1,A142,A152,1,A172,1,A191,A201,0,1,0
850,A11,20,A34,A40,2235,A61,A73,4,A103,2,A122,1,A141,A151,2,A173,1,A191,A202,0,1,1
851,A14,24,A34,A41,4042,A65,A74,3,A101,4,A122,1,A143,A152,2,A173,1,A192,A201,1,1,0
852,A11,36,A34,A43,1471,A65,A73,4,A101,4,A123,1,A143,A153,2,A173,1,A192,A201,0,1,0
853,A11,18,A31,A40,1442,A61,A74,4,A101,4,A124,1,A143,A153,2,A172,2,A191,A201,0,1,0
854,A14,36,A33,A40,10875,A63,A75,2,A101,2,A124,1,A143,A152,2,A173,2,A192,A201,0,1,0
855,A14,24,A32,A40,1474,A62,A72,4,A101,3,A121,1,A143,A152,1,A173,1,A192,A201,1,1,1
856,A14,10,A32,A48,894,A65,A74,4,A101,3,A122,1,A143,A152,1,A173,1,A192,A201,1,0,1
857,A11,24,A32,A42,3343,A61,A73,3,A101,2,A123,1,A143,A153,1,A173,1,A192,A201,0,1,0
858,A11,15,A32,A40,3959,A61,A73,3,A101,2,A122,1,A143,A152,1,A173,1,A192,A201,0,0,1
859,A14,9,A32,A40,3577,A62,A73,1,A103,2,A121,1,A143,A151,1,A173,2,A191,A202,1,1,0
860,A14,15,A30,A41,5804,A63,A73,2,A101,2,A124,1,A143,A152,2,A173,1,A191,A201,0,1,0
861,A14,18,A33,A49,2169,A61,A73,4,A101,2,A123,1,A143,A152,1,A173,1,A192,A201,0,1,1
862,A11,24,A32,A43,2439,A61,A72,4,A101,4,A121,1,A143,A152,1,A173,1,A192,A201,0,0,1
863,A14,27,A34,A42,4526,A64,A72,4,A101,2,A121,1,A142,A152,2,A172,2,A192,A201,1,1,0
864,A14,10,A32,A42,2210,A61,A73,2,A101,2,A121,0,A141,A151,1,A172,1,A191,A201,0,1,0
865,A14,15,A32,A42,2221,A63,A73,2,A101,4,A123,0,A143,A151,1,A173,1,A191,A201,1,0,1
866,A11,18,A32,A43,2389,A61,A72,4,A101,1,A123,1,A142,A152,1,A173,1,A191,A201,1,0,1
867,A11,15,A31,A42,3331,A61,A75,4,A101,4,A123,1,A143,A152,1,A173,1,A191,A201,0,1,0
868,A14,36,A32,A49,7409,A65,A75,3,A101,2,A122,1,A143,A152,2,A173,1,A191,A201,1,1,0
869,A11,12,A32,A42,652,A61,A75,4,A101,4,A122,0,A143,A151,1,A173,1,A191,A201,1,0,1
870,A14,24,A32,A42,7678,A61,A74,4,A101,4,A122,1,A142,A152,2,A173,1,A192,A201,0,0,1
871,A13,6,A34,A40,1343,A61,A75,1,A101,4,A121,1,A143,A152,2,A173,2,A191,A202,1,1,0
872,A11,24,A34,A49,1382,A62,A74,4,A101,1,A121,1,A143,A152,2,A173,1,A192,A201,1,1,0
873,A14,15,A32,A44,874,A65,A72,4,A101,1,A121,0,A143,A152,1,A173,1,A191,A201,1,0,1
874,A12,36,A33,A42,3590,A61,A73,2,A102,2,A124,1,A143,A152,1,A173,2,A191,A201,0,1,0
875,A12,4,A32,A40,1322,A61,A73,3,A101,4,A123,1,A141,A152,2,A174,1,A191,A201,0,0,1
876,A12,24,A32,A43,1940,A64,A72,2,A102,4,A123,1,A143,A153,1,A172,1,A192,A201,0,1,0
877,A14,36,A32,A43,3595,A61,A75,4,A101,2,A123,1,A143,A152,1,A173,1,A191,A201,1,1,0
878,A11,9,A32,A40,1422,A61,A72,3,A101,2,A124,1,A143,A153,1,A174,1,A192,A201,0,1,0
879,A14,30,A34,A43,6742,A65,A74,2,A101,3,A122,1,A143,A152,2,A173,1,A191,A201,1,1,0
880,A13,12,A32,A41,7814,A61,A74,4,A101,3,A124,1,A143,A152,1,A174,1,A192,A201,0,1,0
881,A13,6,A32,A41,9277,A61,A73,2,A101,4,A123,1,A143,A153,1,A173,1,A192,A201,0,1,1
882,A14,24,A33,A40,2181,A65,A75,4,A101,4,A121,1,A143,A152,2,A173,1,A191,A201,0,1,0
883,A14,18,A32,A43,1098,A65,A71,2,A101,4,A121,1,A143,A152,2,A172,1,A191,A201,0,0,1
884,A12,24,A32,A42,4057,A61,A74,3,A101,3,A123,1,A143,A152,1,A173,1,A192,A201,0,1,1
885,A11,12,A32,A46,795,A61,A72,4,A101,4,A122,1,A143,A152,1,A173,1,A191,A201,0,0,1
886,A11,6,A32,A49,2825,A61,A74,1,A101,3,A124,1,A141,A152,2,A173,2,A192,A201,0,1,0
887,A12,48,A32,A49,15672,A61,A73,2,A101,2,A123,0,A143,A152,1,A173,1,A192,A201,0,1,0
888,A14,36,A34,A40,6614,A61,A75,4,A101,4,A123,1,A143,A152,2,A174,1,A192,A201,1,1,0
889,A11,11,A32,A41,7824,A61,A72,3,A103,4,A122,1,A143,A151,2,A173,2,A192,A201,0,1,0
890,A14,12,A32,A49,2442,A61,A75,2,A101,4,A121,1,A143,A152,4,A174,2,A192,A201,0,1,0
891,A14,15,A34,A43,1829,A61,A75,4,A101,4,A123,1,A143,A152,2,A173,1,A192,A201,1,1,0
892,A11,12,A34,A40,2171,A61,A73,4,A101,4,A122,1,A141,A152,2,A172,1,A191,A202,1,1,0
893,A12,36,A34,A41,5800,A61,A73,3,A101,4,A123,1,A143,A152,2,A173,1,A192,A201,1,1,0
894,A14,18,A34,A43,1169,A65,A73,4,A101,3,A122,1,A143,A152,2,A173,1,A192,A201,1,1,0
895,A14,36,A33,A41,8947,A65,A74,3,A101,2,A123,1,A142,A152,1,A174,2,A192,A201,1,1,0
896,A11,21,A32,A43,2606,A61,A72,4,A101,4,A122,1,A143,A151,1,A174,1,A192,A201,1,0,1
897,A14,27,A34,A42,1592,A61,A74,4,A101,2,A122,1,A143,A152,1,A173,1,A191,A202,0,0,1
898,A12,24,A34,A42,2186,A61,A74,1,A101,4,A123,1,A143,A151,1,A172,1,A191,A201,0,0,1
899,A11,18,A32,A42,4153,A61,A73,2,A102,3,A123,1,A143,A152,1,A173,1,A191,A201,0,1,0
900,A11,16,A34,A40,2625,A61,A75,2,A103,4,A122,1,A141,A151,1,A173,1,A192,A201,0,1,0
901,A12,27,A32,A40,3485,A61,A72,2,A101,4,A123,1,A141,A152,2,A174,1,A192,A201,0,1,1
902,A14,36,A34,A41,10477,A65,A75,2,A101,4,A124,1,A143,A153,2,A173,1,A191,A201,1,1,0
903,A14,15,A32,A43,1386,A65,A73,4,A101,2,A121,1,A143,A151,1,A173,1,A192,A201,1,1,1
904,A12,9,A32,A43,1278,A61,A75,2,A101,1,A123,1,A143,A152,1,A173,1,A192,A201,0,1,0
905,A11,12,A32,A43,1107,A61,A73,2,A101,2,A121,0,A143,A151,1,A174,2,A192,A201,1,1,0
906,A11,21,A32,A40,3763,A65,A74,2,A102,2,A121,0,A143,A152,1,A172,1,A191,A202,1,1,0
907,A12,18,A31,A46,3711,A61,A73,3,A101,2,A121,1,A141,A152,1,A174,1,A191,A201,0,1,1
908,A14,15,A33,A41,3594,A61,A72,1,A101,2,A122,1,A143,A152,2,A172,1,A191,A201,1,0,1
909,A11,18,A34,A40,3195,A65,A73,4,A101,2,A124,1,A141,A152,1,A173,1,A191,A201,0,0,1
910,A11,24,A32,A43,4454,A61,A73,4,A101,4,A124,1,A143,A152,2,A173,1,A191,A201,0,0,1
911,A12,24,A34,A42,4736,A61,A72,2,A101,4,A123,0,A141,A152,1,A172,1,A191,A201,0,0,1
912,A12,30,A32,A43,2991,A65,A75,2,A101,4,A123,0,A143,A152,1,A173,1,A191,A201,1,0,1
913,A14,11,A32,A49,2142,A64,A75,1,A101,2,A121,1,A143,A152,1,A173,1,A192,A201,1,1,1
914,A11,24,A31,A49,3161,A61,A73,4,A101,2,A122,1,A143,A151,1,A173,1,A192,A201,0,1,0
915,A12,48,A30,A410,18424,A61,A73,1,A101,2,A122,1,A141,A152,1,A174,1,A192,A202,0,0,1
916,A14,10,A32,A41,2848,A62,A73,1,A102,2,A121,1,A143,A152,1,A173,2,A191,A201,1,1,0
917,A11,6,A32,A40,14896,A61,A75,1,A101,4,A124,1,A141,A152,1,A174,1,A192,A201,0,1,0
918,A11,24,A32,A42,2359,A62,A71,1,A101,1,A122,1,A143,A152,1,A173,1,A191,A201,0,1,1
919,A11,24,A32,A42,3345,A61,A75,4,A101,2,A122,1,A143,A151,1,A174,1,A192,A201,0,1,0
920,A14,18,A34,A42,1817,A61,A73,4,A101,2,A124,1,A143,A152,2,A173,1,A191,A201,1,0,1
921,A12,9,A32,A43,12749,A61,A74,4,A101,1,A123,1,A143,A152,1,A173,1,A192,A201,0,1,0
922,A11,9,A32,A43,1366,A61,A72,3,A101,4,A122,0,A143,A151,1,A173,1,A191,A201,0,0,1
923,A14,9,A32,A40,2002,A64,A74,3,A101,4,A122,1,A141,A151,1,A172,2,A192,A201,0,1,0
924,A11,24,A31,A42,6872,A61,A72,2,A101,1,A122,1,A141,A152,1,A173,1,A192,A201,0,1,1
925,A11,12,A31,A40,697,A61,A72,4,A101,2,A123,1,A141,A152,2,A173,1,A192,A201,0,1,0
926,A11,18,A34,A42,1049,A61,A72,4,A101,4,A122,0,A143,A151,1,A173,1,A191,A201,1,0,1
927,A11,48,A32,A41,10297,A61,A74,4,A101,4,A124,1,A142,A153,3,A173,2,A192,A201,0,1,0
928,A14,30,A32,A43,1867,A65,A75,4,A101,4,A123,1,A143,A152,1,A173,1,A192,A201,1,1,0
929,A11,18,A33,A40,1344,A61,A73,3,A101,2,A121,1,A143,A152,2,A173,2,A191,A201,0,1,0
930,A11,24,A32,A42,1747,A61,A72,4,A102,1,A122,0,A143,A152,1,A172,1,A191,A202,1,1,0
931,A12,9,A32,A43,1670,A61,A72,4,A101,2,A123,0,A143,A152,1,A173,1,A192,A201,0,0,1
932,A14,9,A34,A40,1224,A61,A73,3,A101,1,A121,1,A143,A152,2,A173,1,A191,A201,1,1,0
933,A14,12,A34,A43,522,A63,A75,4,A101,4,A122,1,A143,A152,2,A173,2,A192,A201,1,1,0
934,A11,12,A32,A43,1498,A61,A73,4,A101,1,A123,0,A141,A152,1,A173,1,A191,A201,1,0,1
935,A12,30,A33,A43,1919,A62,A72,4,A101,3,A124,1,A142,A152,2,A174,1,A191,A201,0,1,0
936,A13,9,A32,A43,745,A61,A73,3,A101,2,A121,1,A143,A152,1,A172,1,A191,A201,0,0,1
937,A12,6,A32,A43,2063,A61,A72,4,A101,3,A123,1,A143,A151,1,A174,1,A192,A201,1,1,1
938,A12,60,A32,A46,6288,A61,A73,4,A101,4,A124,1,A143,A153,1,A173,1,A191,A201,0,1,0
939,A14,12,A32,A41,6842,A65,A73,4,A101,4,A121,1,A143,A152,2,A171,2,A192,A201,0,1,0
940,A14,36,A33,A40,3527,A65,A72,3,A101,3,A123,1,A143,A152,1,A173,2,A192,A201,0,1,0
941,A14,10,A32,A40,1546,A61,A73,3,A101,2,A121,1,A143,A152,1,A172,2,A191,A202,1,1,0
